id,code,name,category,brand,spec,weight_kg,category_type,ingredients,cut,strength,blend,flavor,price_usd,price_rmb,lineation_price,total_stock,sales_num,in_stock,stock_warning,subtitle,is_multiple,description,image,sku_details
2523,TO32913,紅田 西瓜哈密瓜 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,2,398,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/5e7331c7-c106-4106-8e6a-5849bd0fc4b9.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 2}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
285,TO31545,綠GV (金色弗吉尼亞),手卷丝,,0.05kg/pack*1,0.06 kg/包,,,,,,,7.95,54,0,4582,42978,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250815/8e7257ad-bbcd-485e-9f4c-6fb4452abd97.jpg,"[{""spec"": ""0.05kg/pack*1"", ""price_usd"": 7.95, ""stock"": 4582}]"
1038,-,鼓牌蔚藍 15包 &  鼓牌原味 15包 組合,手卷丝组合,,"DRUM BRIGHT BLUE 0.05kg/pack*15
DRUM THE ORIGINAL 0.05kg/pack*15",,,,,,,,177.93,1210,0,74,2208,TRUE,0,手卷煙絲組合(包郵),FALSE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250504/8d472322-283e-4a16-9872-2db253c74dc3.jpg,"[{""spec"": ""DRUM BRIGHT BLUE 0.05kg/pack*15\nDRUM THE ORIGINAL 0.05kg/pack*15"", ""price_usd"": 177.93, ""stock"": 74}]"
1800,TO31599,明亮黃 (金色弗吉尼亞),手卷丝,,0.05kg/pack*1,0.06 kg/包,,,,,,,7.95,54,0,39,20900,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20251111/abd152cf-47b6-4da8-af5c-3679572c7621.jpg,"[{""spec"": ""0.05kg/pack*1"", ""price_usd"": 7.95, ""stock"": 39}]"
2285,TO31452,喇叭手 金色 (帶紙),手卷丝,,18.4g/pack*1,0.035 kg/包,,,,,,,5.76,39,0,4943,5253,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260312/55f27989-b633-43d6-adab-02bd4602efce.jpg,"[{""spec"": ""18.4g/pack*1"", ""price_usd"": 5.76, ""stock"": 4943}]"
2194,TO32783,老霍本 黃,手卷丝,,0.025kg/pack*1,0.036 kg/包,,,,,,,5.13,35,0,2371,87014,TRUE,0,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260223/1784c137-247d-472b-bce6-134f2881f149.jpg,"[{""spec"": ""0.025kg/pack*1"", ""price_usd"": 5.13, ""stock"": 2371}]"
2148,TO32217,COLTS 蘋果肉桂 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,：精細切割,,,,4.75,32,0,1068,1622,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260211/f585238c-6732-4aa7-9eb0-873d3c168516.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.75, ""stock"": 968}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.79, ""stock"": 100}]"
2708,TO33059,美國精神 原味黃,手卷丝,,0.03kg/pack*1,0.04 kg/包,,,,,,,7.23,49,0,2907,2193,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260520/e406bfa0-b8c0-40ed-8f4b-8648e36b2b91.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 7.23, ""stock"": 2861}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 35.27, ""stock"": 46}]"
286,TO31684,鼓牌原味,手卷丝,,0.05kg/pack*1,0.06 kg/包,,,,,,,7.75,53,0,2710,17529,TRUE,10,手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250815/9b698369-00c1-4043-b8cb-47220b50b66f.jpg,"[{""spec"": ""0.05kg/pack*1"", ""price_usd"": 7.75, ""stock"": 2673}, {""spec"": ""0.05kg/pack*5"", ""price_usd"": 37.8, ""stock"": 37}]"
2447,TO31451,喇叭手 原味 6OZ (170g 帶紙),手卷丝,,170g/box*1,0.265 kg/罐,手卷絲,土耳其煙草、混合煙草,精細切割,中等,,,49.36,336,0,34,1175,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/f36b0155-a111-49cd-9db0-77059b40b656.jpg,"[{""spec"": ""170g/box*1"", ""price_usd"": 49.36, ""stock"": 34}]"
2446,TO31450,喇叭手 金色 6OZ (170g 帶紙),手卷丝,,170g/box*1,0.265 kg/罐,,,,,,,49.36,336,0,2,1281,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/9a39b33d-e598-4bf8-8a85-643f78299426.jpg,"[{""spec"": ""170g/box*1"", ""price_usd"": 49.36, ""stock"": 2}]"
289,TO30402,鼓牌蔚藍,手卷丝,,0.05kg/pack*1,0.06,,,,,,,7.75,53,0,2780,15846,TRUE,10,手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250815/55ad6d3d-48ca-4931-8265-1505fc4ae998.jpg,"[{""spec"": ""0.05kg/pack*1"", ""price_usd"": 7.75, ""stock"": 2729}, {""spec"": ""0.05kg/pack*5"", ""price_usd"": 37.8, ""stock"": 51}]"
2155,TO32003,COLTS 香草 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,：精細切割,,,,4.75,32,0,1929,745,TRUE,0,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260211/a0af27e1-1cce-449d-9208-8acf83aa36b5.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.75, ""stock"": 1849}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.79, ""stock"": 80}]"
791,TO31406,黑船長 弗吉尼亞(手卷絲),手卷丝,,0.05kg/pack,0.06 kg/包,,,,,,,6.32,43,0,1223,9340,TRUE,0, 🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250315/7e17e7ec-2eb5-4892-9d3c-dec22b73b08f.jpg,"[{""spec"": ""0.05kg/pack"", ""price_usd"": 6.32, ""stock"": 1178}, {""spec"": ""0.05kg/pack*5"", ""price_usd"": 30.67, ""stock"": 45}]"
2154,TO32230,COLTS 順滑原味 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,：精細切割,,,,4.75,32,0,1003,2208,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260211/0cd0098a-b6bb-4123-aff6-bd392cb92c23.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.75, ""stock"": 910}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.79, ""stock"": 93}]"
2157,TO31444,巴厘絲 優質弗吉尼亞 (帶紙),手卷丝,,0.04kg/pack*1,0.058 kg/包,手卷絲,維吉尼亞煙草、白肋煙,精細絲切,中等,,,7.08,48,0,880,3628,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260211/2f893f6a-9b80-4d12-9d81-4535fcd68dcf.jpg,"[{""spec"": ""0.04kg/pack*1"", ""price_usd"": 7.08, ""stock"": 793}, {""spec"": ""0.04kg/pack*5"", ""price_usd"": 34.39, ""stock"": 87}]"
2457,TO32862,阿姆斯特丹 誠實 (帶紙),手卷丝,,0.025kg/pack*1,0.043 kg/包,,,,,,,4.15,28,0,616,767,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/88bce0d1-07ba-40f0-958d-c18b22b53e19.jpg,"[{""spec"": ""0.025kg/pack*1"", ""price_usd"": 4.15, ""stock"": 596}, {""spec"": ""0.025kg/pack*5"", ""price_usd"": 19.8, ""stock"": 20}]"
2307,TO32785,馬霸選擇#01 原味 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,弗吉尼亞煙草、白肋煙、卡文迪什,鬆散切割,輕柔至中等,,,4.62,31,0,608,3201,TRUE,10,手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/3dfa2795-0a8d-411c-bb8f-ac13558d43ed.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 588}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 20}]"
2479,TO32867,馬霸手捲 半乾手捲 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷煙,火烤肯塔基煙草、深色維吉尼亞煙草,精細絲切,中等,,,4.92,33,0,488,758,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260414/22960d36-1278-41bc-af27-66e44bf71f20.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.92, ""stock"": 438}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 23.64, ""stock"": 50}]"
2506,TO32896,紅田 黑加侖 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,154,335,TRUE,0,手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/ec0b7137-c40c-41f7-a2bf-188738830286.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 147}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 7}]"
2452,TO32871,PS NUMBER 94 土耳其出口,手卷丝,,0.15kg/box*1,0.23 kg/罐,,,,,,,22.24,151,0,88,1216,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/0cba86fa-f599-4dfc-8ba6-f3799f892f90.jpg,"[{""spec"": ""0.15kg/box*1"", ""price_usd"": 22.24, ""stock"": 88}, {""spec"": ""0.15kg/box*3"", ""price_usd"": 64.74, ""stock"": 0}]"
2480,TO32866,馬霸手捲 弗吉尼亞混合 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷煙,多種等級維吉尼亞煙草,精細切割,中等偏濃郁,,,4.92,33,0,74,1795,TRUE,10, 🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260414/1a2aebb0-d2e5-45ce-bebf-928f27c8d26d.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.92, ""stock"": 74}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 23.64, ""stock"": 0}]"
2308,TO32803,阿姆斯特丹 葡萄冰爽 (帶紙),手卷丝,,0.025kg/pack*1,0.043 kg/包,手卷絲,弗吉尼亞煙草、白肋煙,精細切絲,輕柔,,,4.15,28,0,377,2336,TRUE,10, 手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/49033f01-b485-459a-b12c-6c4e6921df9f.jpg,"[{""spec"": ""0.025kg/pack*1"", ""price_usd"": 4.15, ""stock"": 377}, {""spec"": ""0.025kg/pack*5"", ""price_usd"": 19.8, ""stock"": 0}]"
2159,TO31445,巴厘絲 圓潤弗吉尼亞 (帶紙),手卷丝,,0.04kg/pack*1,0.058 kg/包,手卷絲,金色弗吉尼亞煙草、東方煙草,精細絲切,中等,,,7.08,48,0,198,3251,TRUE,0, 手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260211/8e96de55-232c-41b0-8e54-f9aed05accc5.jpg,"[{""spec"": ""0.04kg/pack*1"", ""price_usd"": 7.08, ""stock"": 198}, {""spec"": ""0.04kg/pack*5"", ""price_usd"": 34.39, ""stock"": 0}]"
2294,TO32804,馬霸手捲 美式混合 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,：精細切割,,,,4.92,33,0,0,2684,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260315/99fe9c43-78a6-43cf-a0f5-c623b0f2a414.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.92, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 23.64, ""stock"": 0}]"
2156,TO31443,巴厘絲 中勁道 (帶紙),手卷丝,,0.04kg/pack*1,0.58 kg/包,手卷絲,深色火烤肯塔基煙草、金色弗吉尼亞煙草,精細絲切,中等偏上,,,7.08,48,0,140,3401,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260211/2c2eedc0-3d43-427c-b906-d124f0ca7492.jpg,"[{""spec"": ""0.04kg/pack*1"", ""price_usd"": 7.08, ""stock"": 140}, {""spec"": ""0.04kg/pack*5"", ""price_usd"": 34.39, ""stock"": 0}]"
792,TO32050,黑船長 明亮弗吉尼亞(手卷絲),手卷丝,,0.05kg/pack,0.06 kg/包,,,,,,,6.32,43,0,867,3292,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250315/d2e4b1ac-e6b5-4c33-8e91-5f30f646d385.jpg,"[{""spec"": ""0.05kg/pack"", ""price_usd"": 6.32, ""stock"": 814}, {""spec"": ""0.05kg/pack*5"", ""price_usd"": 30.67, ""stock"": 53}]"
793,TO32051,黑船長 香草(手卷絲),手卷丝,,0.05kg/pack,0.06 kg/包,,,,,,,6.32,43,0,2862,4721,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250315/1bf78f6a-ca86-445a-989f-50e707a2eb7b.jpg,"[{""spec"": ""0.05kg/pack"", ""price_usd"": 6.32, ""stock"": 2778}, {""spec"": ""0.05kg/pack*5"", ""price_usd"": 30.67, ""stock"": 84}]"
794,TO32052,黑船長 櫻桃(手卷絲),手卷丝,,0.05kg/pack,0.06 kg/包,,,,,,,6.32,43,0,1909,4352,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250315/56f6d22d-2734-488e-9353-047d128606b3.jpg,"[{""spec"": ""0.05kg/pack"", ""price_usd"": 6.32, ""stock"": 1819}, {""spec"": ""0.05kg/pack*5"", ""price_usd"": 30.67, ""stock"": 90}]"
2532,TO32922,史丹利 重焙 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,495,FALSE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/07f05348-afb4-40b4-bc53-d79752608efb.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2531,TO32921,史丹利 弗吉尼亞 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,618,FALSE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/ec1767a8-d5d0-4c18-975e-78cc25283b1a.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2530,TO32920,史丹利 天然 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,518,FALSE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/bf9e34a1-5a11-41d2-8edf-b8f3b1358d42.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2528,TO32918,史丹利 特淡金黃 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,400,FALSE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/60776764-1347-4cb9-b545-324dd79c13ea.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2527,TO32917,史丹利 經典 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,515,FALSE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/db4449d4-adf7-4fb4-9af9-ac23019ff115.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2526,TO32916,史丹利 淺金 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,466,FALSE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/eb6aa388-3f13-41b1-8a55-4d340ccf26db.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2524,TO32914,史丹利 美式混合 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,656,FALSE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/1f349356-3bfe-41b7-b43d-488d6c1914c8.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2455,TO32875,PS NUMBER 90 挪威 手捲,手卷丝,,0.15kg/box*1,0.23 kg/罐,,,,,,,22.24,151,0,0,1420,FALSE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/6556c0d2-142b-42fd-a8cb-fde8ac53c13f.jpg,"[{""spec"": ""0.15kg/box*1"", ""price_usd"": 22.24, ""stock"": 0}, {""spec"": ""0.15kg/box*3"", ""price_usd"": 64.74, ""stock"": 0}]"
2305,TO32800,馬霸選擇#22 焦糖奶香 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,絲切維吉尼亞煙草、白肋煙、東方煙草,絲切,輕柔至中等,,,4.62,31,0,0,2753,FALSE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/cbb0f65c-5558-465a-bc0a-3e6a1f534d5c.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 0}]"
2163,TO32729,奧爾德・肯德爾 中等調配,手卷丝,,0.03kg/pack,0.05 kg/包,手卷絲,維吉尼亞煙草、白肋煙,精細切割,中等,,,7.39,50,0,0,200,FALSE,5,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260212/861344c1-49fd-42cb-a5f3-25f9791ca6a2.jpg,"[{""spec"": ""0.03kg/pack"", ""price_usd"": 7.39, ""stock"": 0}]"
2162,TO32730,奧爾德・肯德爾 金色調配,手卷丝,,0.03kg/pack,0.05 kg/包,手卷絲,純正維吉尼亞煙草,細切煙絲,輕柔,,,7.39,50,0,0,203,FALSE,5,🔥手卷丝,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260212/d19d67f1-6478-4b47-809d-1602f02348b3.jpg,"[{""spec"": ""0.03kg/pack"", ""price_usd"": 7.39, ""stock"": 0}]"
2525,TO32915,史丹利 琥珀 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,450,FALSE,0,手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/6c1c73f8-6135-4e8c-a4e5-7f1e47d10322.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2467,TO32884,美國精神 原味藍,手卷丝,,0.03kg/pack*1,0.04 kg/包,,,,,,,7.23,49,0,0,11640,FALSE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/55c326c5-93fe-44ea-89a5-2bad26d82b85.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 7.23, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 35.27, ""stock"": 0}]"
1925,-,鼓牌原味 6包 & 鼓牌蔚藍 6包 &  綠GV(金色弗吉尼亞) 6包 &  明亮黃 (金色弗吉尼亞) 6包 &  黑船長 弗吉尼亞(手卷絲) 6包 組合,手卷丝组合,,"GOLDEN VIRGINIA 0.05kg/pack*6
GV BRIGHT YELLOW 0.05kg/pack*6
DRUM BRIGHT BLUE 0.05kg/pack*6
DRUM THE ORIGINAL 0.05kg/pack*6
CB VIRGINIA ROLLING 0.05kg/pack*6",,,,,,,,175.32,1192,0,0,69,FALSE,0,手卷煙絲組合(包郵),FALSE,,https://picture.pipeuncle.com/pipeuncle-images/image/20251222/64e5d6e8-c560-4704-8186-ab75d3e10119.jpg,"[{""spec"": ""GOLDEN VIRGINIA 0.05kg/pack*6\nGV BRIGHT YELLOW 0.05kg/pack*6\nDRUM BRIGHT BLUE 0.05kg/pack*6\nDRUM THE ORIGINAL 0.05kg/pack*6\nCB VIRGINIA ROLLING 0.05kg/pack*6"", ""price_usd"": 175.32, ""stock"": 0}]"
2696,TO33069,老霍本 白金,手卷丝,,0.025kg/pack*1,0.036 kg/包,,,,,,,5.13,35,0,0,2000,FALSE,0,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260519/b0c5a108-e6e4-418d-8385-162a111bb51e.jpg,"[{""spec"": ""0.025kg/pack*1"", ""price_usd"": 5.13, ""stock"": 0}]"
2466,TO32874,PS NUMBER 90 挪威 手捲 (袋裝 帶紙),手卷丝,,0.035kg/pack*1,0.05 kg/包,,,,,,,6.13,42,0,0,2279,FALSE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/815417cd-f1d8-41a5-8ade-70ea18925641.jpg,"[{""spec"": ""0.035kg/pack*1"", ""price_usd"": 6.13, ""stock"": 0}, {""spec"": ""0.035kg/pack*5"", ""price_usd"": 29.71, ""stock"": 0}]"
2295,TO31993,馬霸手捲 純香 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,：精細切割,,,,4.92,33,0,0,2594,FALSE,10, 手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260315/24cb6056-7428-4ec5-9a59-32d662106467.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.92, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 23.64, ""stock"": 0}]"
2529,TO32919,史丹利 半重焙 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,0,636,FALSE,0,手卷煙絲,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/9ab95023-50b9-4435-a530-f63710d97c07.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 0}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2164,TO32731,奧爾德・肯德爾 深色調配,手卷丝,,0.03kg/pack,0.05 kg/包,手卷絲,純正維吉尼亞煙草、白肋煙,細切煙絲,濃郁,,,7.39,50,0,0,200,FALSE,5,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260212/86846677-154a-4408-a49a-96a6e489a9cc.jpg,"[{""spec"": ""0.03kg/pack"", ""price_usd"": 7.39, ""stock"": 0}]"
2564,TO31450,喇叭手 金色 6OZ (170g 帶紙) -,手卷丝,,170g/box*1,0.265 kg/罐,,,,,,,49.36,336,0,0,2,FALSE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260408/abf41063-ad73-43ee-a9b1-83080c40383d.jpg,"[{""spec"": ""170g/box*1"", ""price_usd"": 49.36, ""stock"": 0}]"
2563,TO32729,奧爾德・肯德爾 中等調配 -,手卷丝,,0.03kg/pack,0.05 kg/包,手卷絲,維吉尼亞煙草、白肋煙,精細切割,中等,,,7.39,50,0,0,2,FALSE,5,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260212/861344c1-49fd-42cb-a5f3-25f9791ca6a2.jpg,"[{""spec"": ""0.03kg/pack"", ""price_usd"": 7.39, ""stock"": 0}]"
795,TO32053,黑船長 薄荷醇(手卷絲),手卷丝,,0.05kg/pack,0.06 kg/包,,,,,,,6.32,43,0,1950,4436,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250315/184659b0-0a99-4cf9-a580-05743e90cd34.jpg,"[{""spec"": ""0.05kg/pack"", ""price_usd"": 6.32, ""stock"": 1863}, {""spec"": ""0.05kg/pack*5"", ""price_usd"": 30.67, ""stock"": 87}]"
701,-,綠GV(金色弗吉尼亞) 10包 &  鼓牌蔚藍 10包 &  鼓牌原味 10包 組合,手卷丝组合,,"GOLDEN VIRGINIA 0.05kg/pack*10
DRUM BRIGHT BLUE 0.05kg/pack*10
DRUM THE ORIGINAL 0.05kg/pack*10",,,,,,,,177.93,1210,0,0,1406,FALSE,0,手卷煙絲組合(包郵),FALSE,,https://picture.pipeuncle.com/pipeuncle-images/image/20250504/a0dc544b-84dd-4313-9f12-f93c9872890c.jpg,"[{""spec"": ""GOLDEN VIRGINIA 0.05kg/pack*10\nDRUM BRIGHT BLUE 0.05kg/pack*10\nDRUM THE ORIGINAL 0.05kg/pack*10"", ""price_usd"": 177.93, ""stock"": 0}]"
