渠道,库存编码,产品名称,品牌,分类,原始价格,原始币种,美元价格,人民币价格,重量(克),规格,是否有货,库存数量,成分,切工,劲道,口味,商品链接,原始ID,产品大类
huasheng,PIPE 098,飞机黑莓铁罐 Stanislaw Blackberry Blend Tin 50g,,飞机,8252.0,CNY,12.1532,82.52,0,,True,0,,,,,https://www.huashengyansi.cv/product/stanislaw-blackberry-blend-tin-50g/,2287,手卷丝
huasheng,PIPE 056,飞机拉塔基亚铁罐 Stanislaw Balkan Latakia Tin 50g,,飞机,8252.0,CNY,12.1532,82.52,0,,True,0,,,,,https://www.huashengyansi.cv/product/latakia-tin-can-stanislaw-balkan-latakia-tin-50g/,2279,手卷丝
huasheng,PIPE 090,飞机黑莓袋装 Stanislaw Blackberry Blend Pouch 40g,,飞机,5088.0,CNY,7.4934,50.88,0,,True,0,,,,,https://www.huashengyansi.cv/product/stanislaw-blackberry-blend-pouch-40g/,2221,手卷丝
huasheng,PIPE 093,飞机香草袋装 Stanislaw Vanilla Pouch 40g,,飞机,5088.0,CNY,7.4934,50.88,0,,False,0,,,,,https://www.huashengyansi.cv/product/stenislaw-vanilla-pouch-40g/,2218,手卷丝
huasheng,PIPE 111,菠萝混合 Erinmore Mixture 50g,,菠萝,7276.0,CNY,10.7158,72.76,0,,True,0,,,,,https://www.huashengyansi.cv/product/pineapple-mixture-erinmore-50g/,2138,烟斗丝
huasheng,PIPE 026,菠萝切片 Erinmore Flake 50g,,菠萝,7276.0,CNY,10.7158,72.76,0,,True,0,,,,,https://www.huashengyansi.cv/product/pineapple-slices-erinmore-flake-50g/,2135,烟斗丝
huasheng,RYO 061,马坝芬芳 Mac Baren Aromatic 40g,,马坝 | 马坝 Mac Baren,3731.0,CNY,5.4948,37.31,0,,True,0,,,,,https://www.huashengyansi.cv/product/mac-baren-aromatic-40g/,1942,手卷丝
huasheng,RYO 065,马坝双苹果 Mac Baren Double Apple 40g,,马坝 | 马坝 Mac Baren,3731.0,CNY,5.4948,37.31,0,,True,0,,,,,https://www.huashengyansi.cv/product/maba-double-apple-mac-baren-double-apple-40g/,1935,手卷丝
huasheng,RYO 010,皇家卡布奇诺 Ark Royal Cappuccino 40g,,皇家 Ark Royal,3767.0,CNY,5.5479,37.67,0,,True,0,,,,,https://www.huashengyansi.cv/product/royal-cappuccino-40g/,1730,手卷丝
huasheng,PIPE 224,彼得森战神 Peterson Aran Mixture 40g,,彼得森,4976.0,CNY,7.3284,49.76,0,,True,0,,,,,https://www.huashengyansi.cv/product/peterson-war-god-peterson-aran-mixture-40g/,1879,烟斗丝
huasheng,PIPE 185,彼得森爱尔兰威士忌 Peterson Irish Dew 40g,,彼得森,4976.0,CNY,7.3284,49.76,0,,True,0,,,,,https://www.huashengyansi.cv/product/peterson-irish-dew-40g/,1878,烟斗丝
huasheng,PIPE 223,彼得森广袤大西洋 Peterson Wild Atlantic 40g,,彼得森,4976.0,CNY,7.3284,49.76,0,,True,0,,,,,https://www.huashengyansi.cv/product/petersons-vast-atlantic-ocean-peterson-wild-atlantic-40g/,1875,烟斗丝
huasheng,PIPE 294,SG马车夫混合 Samuel Gawith Cabbie&#8217;s Mixture 50g,,SG,15022.0,CNY,22.1237,150.22,0,,False,0,,,,,https://www.huashengyansi.cv/product/sg-coachman-sg-cabbies-mixture-50g/,1820,手卷丝
huasheng,PIPE 082,SG巧克力切片 Samuel Gawith Chocolate Flake 50g,,SG,11000.0,CNY,16.2003,110.0,0,,True,0,,,,,https://www.huashengyansi.cv/product/sg-chocolate-slices-samuel-gawith-chocolate-flake-50g/,1817,手卷丝
huasheng,PIPE 006,SG巴尔干切片 Samuel Gawith Balkan Flake 50g,,SG,11571.0,CNY,17.0412,115.71,0,,True,0,,,,,https://www.huashengyansi.cv/product/sg-balkan-slices-samuel-gawith-balkan-flake-50g/,1761,手卷丝
huasheng,PIPE 083,SG共和国 Samuel Gawith Commonwealth Mixture 50g,,SG,53000.0,CNY,78.056,530.0,0,,True,0,,,,,https://www.huashengyansi.cv/product/sg-republic-samuel-gawith-commonwealth-50g/,1755,手卷丝
huasheng,RMADE 054,云斯顿红无滤嘴 Winston Filterless  (1条10盒）,,云斯顿,36434.0,CNY,53.6583,364.34,0,,False,0,,,,,https://www.huashengyansi.cv/product/winston-red-filterless/,1676,耗材
huasheng,RMADE 032,云斯顿蓝 Winston Blue  (1条10盒）,,云斯顿,34698.0,CNY,51.1016,346.98,0,,True,0,,,,,https://www.huashengyansi.cv/product/winston-blue/,1644,成品烟
huasheng,RMADE 033,云斯顿双重爆珠 Winston Duo Capsule  (1条10盒）,,云斯顿,34698.0,CNY,51.1016,346.98,0,,True,0,,,,,https://www.huashengyansi.cv/product/winston-duo-capsule/,1643,成品烟
huasheng,RMADE 031,云斯顿红 Winston Red  (1条10盒）,,云斯顿,34698.0,CNY,51.1016,346.98,0,,True,0,,,,,https://www.huashengyansi.cv/product/winston-red/,1642,成品烟
huasheng,RMADE 008,万宝路维斯塔黑薄荷 Marlboro Vista Black Mint  (1条10盒）,,万宝路,35576.0,CNY,52.3947,355.76,0,,True,0,,,,,https://www.huashengyansi.cv/product/marlboro-vista-black-menthol/,1618,成品烟
huasheng,RYO 017,皇家百香果 Ark Royal Passion Fruit 40g,,皇家 Ark Royal,3767.0,CNY,5.5479,37.67,0,,True,0,,,,,https://www.huashengyansi.cv/product/royal-passion-fruit-40g/,3415,手卷丝
huasheng,RYO 050,原味绿GV Green Virginia 50g,,GV,6622.0,CNY,9.7526,66.22,0,,True,0,,,,,https://www.huashengyansi.cv/product/original-green-gv-green-virginia-original-50g/,1599,手卷丝
huasheng,RYO 155,马坝基尔 Mac Baren Kir 40g,,马坝 Mac Baren,3731.0,CNY,5.4948,37.31,0,,True,0,,,,,https://www.huashengyansi.cv/product/mac-baren-kir-45-grams/,3583,手卷丝
huasheng,ACCS 103,RAW 可调节卷烟器 RAW Adjustable Roller 8 / 6*70mm,,RAW,1798.0,CNY,2.648,17.98,0,,True,0,,,,,https://www.huashengyansi.cv/product/raw-adjustable-roller-raw-%e5%8f%af%e8%b0%83%e8%8a%82%e5%8d%b7%e7%83%9f%e5%99%a8-8-670%e6%af%ab%e7%b1%b3/,3272,耗材
huasheng,ACCS 099,OCB 特长滤嘴空管 OCB Extra Long Filter Tube 200&#8217;s 8*24mm,,OCB,2283.0,CNY,3.3623,22.83,0,,True,0,,,,,https://www.huashengyansi.cv/product/ocb-extra-long-filter-tube-ocb-%e7%89%b9%e9%95%bf%e6%bb%a4%e5%98%b4%e7%a9%ba%e7%ae%a1-824%e6%af%ab%e7%b1%b3-200s/,3268,耗材
huasheng,ACCS 098,ZEN 滤嘴 ZEN Filter 200pcs 7.5mm x 20mm,,Zen,1606.0,CNY,2.3652,16.06,0,,False,0,,,,,https://www.huashengyansi.cv/product/zen%e6%bb%a4%e5%98%b4-7-5mm-x-20mm-200%e7%b2%92/,3236,耗材
huasheng,RYO 160,蝴蝶薄荷 Butterfly Menthol 50g,,蝴蝶 Butterfly,3799.0,CNY,5.595,37.99,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%9d%b4%e8%9d%b6%e8%96%84%e8%8d%b7-butterfly-menthol-50%e5%85%8b/,3235,手卷丝
huasheng,RYO 158,蝴蝶中烧 Butterfly Mild 50g,,蝴蝶 Butterfly,3799.0,CNY,5.595,37.99,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%9d%b4%e8%9d%b6%e4%b8%ad%e7%83%a7-butterfly-mild-50%e5%85%8b/,3234,手卷丝
huasheng,RYO 159,蝴蝶手烧 Butterfly Black 50g,,蝴蝶 Butterfly,3799.0,CNY,5.595,37.99,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%9d%b4%e8%9d%b6%e6%89%8b%e7%83%a7-butterfly-black-50%e5%85%8b/,3233,手卷丝
huasheng,PIPE 307,拉森北欧经典2025限量版 2025 W. O. Larsen Nordic Classic Limited Edition 2025 100g,,拉森,18535.0,CNY,27.2975,185.35,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e6%8b%89%e6%a3%ae%e5%8c%97%e6%ac%a7%e7%bb%8f%e5%85%b8%e9%99%90%e9%87%8f%e7%89%88-2025-w-o-larsen-nordic-classic-ltd-ed-2025-100g/,3232,手卷丝
huasheng,PIPE 303,马坝海军切片 Mac Baren Navy Flake 50g,,马坝,7958.0,CNY,11.7202,79.58,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%a9%ac%e5%9d%9d%e6%b5%b7%e5%86%9b%e5%88%87%e7%89%87-mac-baren-navy-flake-50g/,3231,手卷丝
huasheng,RYO 153,巴西精神经典 Brazil Spirit Classic 50g,,巴西手卷 Brazilian,8453.0,CNY,12.4492,84.53,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%b7%b4%e8%a5%bf%e7%b2%be%e7%a5%9e%e7%bb%8f%e5%85%b850%e5%85%8b-brazil-spirit-classic-50g/,3212,手卷丝
huasheng,ACCS 097,极限细长滤嘴 Extreme Slim Long Filter 6*22mm 180pcs,,极限,1346.0,CNY,1.9823,13.46,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e6%9e%81%e9%99%90%e6%bb%a4%e5%98%b4-622%e6%af%ab%e7%b1%b3-extreme-slim-long-filter-622mm-180%e7%b2%92%ef%bc%89/,3210,耗材
huasheng,RYO 146,好味草莓 Taste Strawberry 15g,,好味 Taste,1273.0,CNY,1.8748,12.73,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a5%bd%e5%91%b3%e8%8d%89%e8%8e%93-taste-strawberry-20%e5%85%8b/,3208,手卷丝
huasheng,RYO 151,好味香草 Taste Vanilla 15g,,好味 Taste,1273.0,CNY,1.8748,12.73,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a5%bd%e5%91%b3%e9%a6%99%e8%8d%89-taste-vanilla-20%e5%85%8b/,3207,手卷丝
huasheng,RYO 148,好味樱桃 Taste Cherry 15g,,好味 Taste,1273.0,CNY,1.8748,12.73,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a5%bd%e5%91%b3%e6%a8%b1%e6%a1%83-taste-cherry-20%e5%85%8b/,3206,手卷丝
huasheng,RYO 157,好味芒果 Taste Mango 15g,,好味 Taste,1273.0,CNY,1.8748,12.73,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a5%bd%e5%91%b3%e8%8a%92%e6%9e%9c-taste-mango-20%e5%85%8b/,3205,手卷丝
huasheng,RYO 144,好味蓝莓 Taste Blueberry 15g,,好味 Taste,1273.0,CNY,1.8748,12.73,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a5%bd%e5%91%b3%e8%93%9d%e8%8e%93-taste-blueberry-20%e5%85%8b/,3204,手卷丝
huasheng,RYO 147,好味苹果 Taste Apple 15g,,好味 Taste,1273.0,CNY,1.8748,12.73,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a5%bd%e5%91%b3%e8%8b%b9%e6%9e%9c-taste-apple-20%e5%85%8b/,3173,手卷丝
huasheng,RYO 156,好味原味 Taste Original 15g,,好味 Taste,1273.0,CNY,1.8748,12.73,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a5%bd%e5%91%b3%e5%8e%9f%e5%91%b3-taste-original-20%e5%85%8b/,3172,手卷丝
huasheng,PIPE 0274,马坝香草切片 Mac Baren Vanilla Flake Cut 50g,,马坝,7958.0,CNY,11.7202,79.58,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%a9%ac%e5%9d%9d%e9%a6%99%e8%8d%89%e5%88%87%e7%89%87-50%e5%85%8b-mac-baren-vanilla-flake-cut-50g/,3171,手卷丝
huasheng,ACCS 069,虎牌特长滤嘴空管 Mascotte Extra Long Filter Tube 8*24mm 200s,,虎牌,2323.0,CNY,3.4212,23.23,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%99%8e%e7%89%8c%e7%89%b9%e9%95%bf%e6%bb%a4%e5%98%b4%e7%a9%ba%e7%ae%a1-825mm-mascotte-xtra-long-filter-tube-200s/,3168,耗材
huasheng,ACCS 095,OCB 慢燃黑卷纸 OCB Black Slowburn Rolling Paper 78mm,,OCB,482.0,CNY,0.7099,4.82,0,,True,0,,,,,https://www.huashengyansi.cv/product/ocb-black-slowburn-78mm-%e5%8d%b7%e7%ba%b8%e9%bb%91-%e6%85%a2%e7%87%83-78%e6%af%ab%e7%b1%b3%e5%8f%af%e6%95%a3%e5%87%ba%ef%bc%89/,3167,耗材
huasheng,ACCS 094,烟先生特细滤嘴 Smoking Ultra Slim Filter 5.7*14 mm 120pcs,,烟先生,1102.0,CNY,1.623,11.02,0,,False,0,,,,,https://www.huashengyansi.cv/product/smoking-ultra-slim-filter-5-714-mm-%e7%83%9f%e5%85%88%e7%94%9f%e6%bb%a4%e5%98%b4-5-714-%e6%af%ab%e7%b1%b3-120%e7%b2%92/,3165,耗材
huasheng,ACCS 011,Raw 慢燃卷纸 Single Wide Slowburn Paper 70mm,,RAW,500.0,CNY,0.7364,5.0,0,,True,0,,,,,https://www.huashengyansi.cv/product/raw-single-wide-slowburn-%e5%8d%b7%e7%ba%b8%e6%85%a2%e7%87%83-70%e6%af%ab%e7%b1%b3/,3136,耗材
huasheng,PIPE 273,彼得森暗切片 Peterson Dark Flake 50g,,彼得森,13293.0,CNY,19.5773,132.93,0,,True,0,,,,,https://www.huashengyansi.cv/product/peterson-dark-flake-%e5%bd%bc%e7%89%b9%e6%a3%ae%e6%9a%97%e5%88%87-50%e5%85%8b/,3065,烟斗丝
huasheng,ACCS 080,多明戈不可调节卷烟器 Domingo non adjustable Roller,,多明戈,1691.0,CNY,2.4904,16.91,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%a4%9a%e6%98%8e%e6%88%88%e4%b8%8d%e5%8f%af%e8%b0%83%e8%8a%82%e5%8d%b7%e7%83%9f%e5%99%a8-domingo-non-adjustable-roller/,3064,耗材
huasheng,ACCS 087,黑马薄荷常规滤嘴 Dark Horse Regular Filter Menthol 8*15mm,,黑马,1147.0,CNY,1.6892,11.47,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e6%bb%a4%e5%98%b4%e8%96%84%e8%8d%b7-815mm-dark-horse-regular-filter-menthol-815mm/,3062,耗材
huasheng,ACCS 090,黑马细滤嘴 Dark Horse Slim Filter Menthol 6*15mm,,黑马,1153.0,CNY,1.6981,11.53,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e8%96%84%e8%8d%b7%e6%bb%a4%e5%98%b4-615mm-dark-horse-slim-filter-menthol-615mm/,3061,耗材
huasheng,ACCS 062,OCB 慢燃黑卷纸 OCB Black Slowburn Rolling Paper 70mm,,OCB,236.0,CNY,0.3476,2.36,0,,True,0,,,,,https://www.huashengyansi.cv/product/ocb-black-slowburn-70mm-%e5%8d%b7%e7%ba%b8%e9%bb%91-%e6%85%a2%e7%87%83-70%e6%af%ab%e7%b1%b3%e5%8f%af%e6%95%a3%e5%87%ba%ef%bc%89/,3058,耗材
huasheng,ACCS 091,OCB 蓝卷纸 OCB Blue Rolling Paper 70mm,,OCB,231.0,CNY,0.3402,2.31,0,,False,0,,,,,https://www.huashengyansi.cv/product/ocb-blue-%e8%93%9d%e5%8d%b7%e7%ba%b870mm%e5%8f%af%e6%95%a3%e5%87%ba%ef%bc%89/,3057,耗材
huasheng,RYO 141,丰收双香草 Harvest Double Vanilla 40g,,丰收 Harvest,3593.0,CNY,5.2916,35.93,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e4%b8%b0%e6%94%b6%e5%8f%8c%e9%a6%99%e8%8d%89%ef%bc%88harvest-d-vanilla-40g/,3052,手卷丝
huasheng,ACCS 056,黑马薄荷爆珠滤嘴 Dark Horse Menthol Crush Filter 6*15mm,,黑马,1331.0,CNY,1.9602,13.31,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e8%96%84%e8%8d%b7%e7%88%86%e7%8f%a0%e6%bb%a4%e5%98%b4-615mm-dark-horse-menthol-crush-filter-615mm/,3050,耗材
huasheng,ACCS 048,黑马常规长滤嘴 Dark Horse Regular Long Filter 8*22mm 60pcs,,黑马,882.0,CNY,1.299,8.82,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e7%89%b9%e9%95%bf-822-%e6%bb%a4%e5%98%b4-60%e7%b2%92-dark-horse-regular-long-822/,3048,耗材
huasheng,ACCS 029,黑马长细长滤嘴 Dark Horse slim long filter 6*22mm 100s,,黑马,1153.0,CNY,1.6981,11.53,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e7%89%b9%e9%95%bf-622-%e6%bb%a4%e5%98%b4-100%e7%b2%92-dark-horse-slim-long-622/,3047,耗材
huasheng,ACCS 035,老人牌常规滤嘴 Zig Zag Regular Filter Tips 8*15mm 100pcs,,老人牌,943.0,CNY,1.3888,9.43,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%80%81%e4%ba%ba%e7%89%8c-8x15-%e6%bb%a4%e5%98%b4-100%e7%b2%92-zig-zag-8x15mm-filter/,3046,耗材
huasheng,ACCS 064,烟先生卷纸 Smoking Rolling Paper 70mm,,烟先生,227.0,CNY,0.3343,2.27,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e7%83%9f%e5%85%88%e7%94%9f%e5%8d%b7%e7%ba%b8-50%e5%86%8c-smoking-rolling-paper-50pcs-%e5%8f%af%e6%95%a3%e5%87%ba%ef%bc%89/,2947,耗材
huasheng,ACCS 040,烟先生细长滤嘴 Smoking Slim Filter 6*15mm 120pcs,,烟先生,1064.0,CNY,1.567,10.64,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e7%83%9f%e5%85%88%e7%94%9f%e6%bb%a4%e5%98%b4-615mm-smoking-filter-615mm/,2946,耗材
huasheng,ACCS 036,烟先生细长滤嘴 Smoking Slim Long Filter 6*22mm 120pcs,,烟先生,1445.0,CNY,2.1281,14.45,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e7%83%9f%e5%85%88%e7%94%9f%e6%bb%a4%e5%98%b4%e7%89%b9%e9%95%bf-622mm-smoking-filter-long-622mm/,2945,耗材
huasheng,ACCS 049,烟先生常规滤嘴 Smoking Regular Filter 7.5*15mm 120pcs,,烟先生,1158.0,CNY,1.7054,11.58,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e7%83%9f%e5%85%88%e7%94%9f%e6%bb%a4%e5%98%b4-7-515mm-smoking-filter-7-515%e6%af%ab%e7%b1%b3/,2944,耗材
huasheng,ACCS 017,黑马碳滤嘴空管 Dark Horse Carbon Filter Tube 100s 8*15mm,,黑马,1775.0,CNY,2.6141,17.75,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e6%b4%bb%e6%80%a7%e7%a2%b3%e7%a9%ba%e7%ae%a1815mm-100s-dark-horse-carbon-filter-tube-100s/,2905,耗材
huasheng,ACCS 013,黑马碳铜空管 Dark Horse carbon copper Tube 8*24mm,,黑马,4438.0,CNY,6.5361,44.38,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e7%a2%b3%e9%93%9c%e7%a9%ba%e7%ae%a1824mm-dark-horse-carbon-copper-tube-824mm/,2901,耗材
huasheng,ACCS 012,黑马特长滤嘴空管 Dark Horse Extra Long Filter Tube 8*24mm,,黑马,2662.0,CNY,3.9205,26.62,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e7%89%b9%e9%95%bf%e6%bb%a4%e5%98%b4%e7%a9%ba%e7%ae%a1-824mm-dark-horse-extra-long-filter-tube-824mm/,2900,耗材
huasheng,RYO 062,马坝红牛 Mac Baren Boost 40g,,马坝 Mac Baren,3731.0,CNY,5.4948,37.31,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%a9%ac%e5%9d%9d%e7%ba%a2%e7%89%9b-mac-baren-boost-40g/,2891,手卷丝
huasheng,PIPE 274,马坝香草袋装斗草 Mac Baren Pipe Vanilla Pouch 50g,,马坝,6512.0,CNY,9.5906,65.12,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%a9%ac%e5%9d%9d%e9%a6%99%e8%8d%89-mac-baren-pipe-vanilla-40g/,2854,手卷丝
huasheng,ACCS 065,烟先生甘草卷纸 Smoking Licorice Rolling Paper 70mm,,烟先生 | 耗材,804.0,CNY,1.1841,8.04,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e7%83%9f%e5%85%88%e7%94%9f%e7%94%98%e8%8d%89%e7%ba%b8-smoking-licorice-rolling-paper-%e5%8f%af%e6%95%a3%e5%87%ba%ef%bc%89/,2851,耗材
huasheng,PIPE 188,丹咸狗 Dan Salty Dogs 50g,,丹.,10894.0,CNY,16.0442,108.94,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e4%b8%b9%e5%92%b8%e7%8b%97-dan-salty-dogs-55g/,2844,手卷丝
huasheng,PIPE 190,丹老铁甲 Dan Tobacco Old Ironsides 250g,,丹.,32453.0,CNY,47.7953,324.53,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e4%b8%b9%e8%80%81%e9%93%81%e7%94%b2-dan-tobacco-old-ironsides-250g/,2842,手卷丝
huasheng,PIPE 194,丹圣伯纳德切片 Dan St. Bernard Flake 250g,,丹.,32453.0,CNY,47.7953,324.53,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e4%b8%b9%e5%9c%a3%e4%bc%af%e7%ba%b3%e5%be%b7-dan-st-bernard-flake-250g/,2809,手卷丝
huasheng,PIPE 196,丹野鸭 Dan Mallard 250g,,丹.,32453.0,CNY,47.7953,324.53,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e4%b8%b9%e9%87%8e%e9%b8%ad-dan-mallard-250g/,2808,手卷丝
huasheng,ACCS 037,黑马薄荷长细滤嘴 Dark Horse Menthol Slim Long Filter Tips 6*22mm,,黑马,1147.0,CNY,1.6892,11.47,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e8%96%84%e8%8d%b7%e6%bb%a4%e5%98%b4-622mm-dark-horse-menthol-slim-long-filter-tips-622mm/,2804,耗材
huasheng,ACCS 030,黑马碳细滤嘴 Dark Horse Slim Filter Charcoal Carbon 6*15mm,,黑马,1419.0,CNY,2.0898,14.19,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e6%b4%bb%e6%80%a7%e7%82%ad%e6%bb%a4%e5%98%b4-615mm-dark-horse-slim-filter-charcoal-615mm/,2803,耗材
huasheng,ACCS 031,黑马细滤嘴 Dark Horse Slim Filter 7*15mm,,黑马,1153.0,CNY,1.6981,11.53,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e6%bb%a4%e5%98%b4715mm-dark-horse-slim-filter-715mm/,2802,耗材
huasheng,ACCS 001,黑马可调节卷烟器 Dark Horse Adjustable Roller 70mm,,黑马,2320.0,CNY,3.4168,23.2,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e6%a3%80%e9%aa%8c%e5%99%a870mm%e5%8f%af%e8%b0%83%e8%8a%82-dark-horse-adjustable-roller-70mm/,2801,耗材
huasheng,ACCS 063,丰收卷纸 Harvest Rolling Paper 70mm,,丰收,192.0,CNY,0.2828,1.92,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e4%b8%b0%e6%94%b6%e5%8d%b7%e7%83%9f%e7%ba%b8-harvest-rolling-paper%e5%8f%af%e6%95%a3%e5%87%ba%ef%bc%89/,2768,耗材
huasheng,PIPE 158,彼得森3年木桶陈化英式 Peterson 3 Years Cask Aged English Mixture 50g,,彼得森,17577.0,CNY,25.8866,175.77,0,,False,0,,,,,https://www.huashengyansi.cv/product/%e5%bd%bc%e5%be%97%e6%a3%ae-3-%e5%b9%b4%e6%9c%a8%e6%a1%b6%e9%99%88%e9%85%bf%e8%8b%b1%e5%9b%bd%e6%b7%b7%e5%90%88%e9%85%92-peterson-3-years-cask-aged-english-mixture-50g/,2767,烟斗丝
huasheng,PIPE 136,彼得森标准混合 Peterson Standard Mixture 50g,,彼得森,10403.0,CNY,15.3211,104.03,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e5%bd%bc%e5%be%97%e6%a3%ae%e6%a0%87%e5%87%86%e6%b7%b7%e5%90%88-peterson-standard-mixture-50g/,2765,烟斗丝
huasheng,RYO 060,马坝苹果 Mac Baren Apple 40g,,马坝 Mac Baren,3731.0,CNY,5.4948,37.31,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%a9%ac%e5%9d%9d%e8%8b%b9%e6%9e%9c-mac-baren-apple-40g/,2763,手卷丝
huasheng,RYO 105,奥斯丁重烧 Austin Zware Shag 50g,,奥斯汀 Austin,4105.0,CNY,6.0457,41.05,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%87%8d%e7%83%a7%e5%a5%a5%e6%96%af%e6%b1%80-austin-zware-shag-50g/,2759,手卷丝
huasheng,RYO 104,奥斯丁中烧 Austin Halfzware 50g,,奥斯汀 Austin,4105.0,CNY,6.0457,41.05,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e4%b8%ad%e7%83%a7%e5%a5%a5%e6%96%af%e6%b1%80-austin-halfzware-50g/,2758,手卷丝
huasheng,ACCS 028,黑马细滤嘴 Dark Horse Slim Filter 6*15mm,,黑马,1153.0,CNY,1.6981,11.53,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e9%bb%91%e9%a9%ac%e6%bb%a4%e5%98%b4615mm-dark-horse-slim-filter-615mm/,2757,耗材
huasheng,ACCS 055,老人牌薄荷细滤嘴 Zig Zag Menthol Slim Filter 6*15mm 150pcs,,老人牌,1210.0,CNY,1.782,12.1,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%80%81%e4%ba%ba%e7%89%8c%e8%96%84%e8%8d%b7-6x15-%e6%bb%a4%e5%98%b4-150%e7%b2%92%ef%bc%88zig-zag-slim-menthol-6-x-15mm%ef%bc%89/,2755,耗材
huasheng,ACCS 033,老人牌细滤嘴 Zig Zag Slim Filter 6*22mm 100pcs,,老人牌,943.0,CNY,1.3888,9.43,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%80%81%e4%ba%ba%e7%89%8c-6x22-%e6%bb%a4%e5%98%b4-100%e7%b2%92%ef%bc%88zig-zag-slim-6x22mm%ef%bc%89/,2753,耗材
huasheng,ACCS 054,老人牌常规长滤嘴 Zig Zag Regular Long Filter 8*22mm 150pcs,,老人牌,1458.0,CNY,2.1473,14.58,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%80%81%e4%ba%ba%e7%89%8c-8x22-%e6%bb%a4%e5%98%b4-150%e7%b2%92%ef%bc%88zig-zag-long-regular-8x22mm%ef%bc%89/,2752,耗材
huasheng,ACCS 022,虎牌卷纸常规 Mascotte Regular Rolling Paper 70mm,,虎牌,268.0,CNY,0.3947,2.68,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%99%8e%e7%89%8c%e5%8d%b7%e7%ba%b8%e5%b8%b8%e8%a7%84-mascotte-rolling-paper-regular-70mm%e5%8f%af%e6%95%a3%e5%87%ba%ef%bc%89/,2751,耗材
huasheng,ACCS 007,虎牌滤嘴空管 Mascotte filter tube 8*15mm 100s,,虎牌,1357.0,CNY,1.9985,13.57,0,,True,0,,,,,https://www.huashengyansi.cv/product/%e8%99%8e%e7%89%8c%e7%a9%ba%e7%ae%a1815%e6%af%ab%e7%b1%b3%e7%a9%ba%e7%ae%a1-100%e6%94%af-mascotte-filter-tube/,2710,耗材
