渠道,产品名称,品牌,口味,不加税价格 (¥),单包含税价 (¥),美元价格 ($),毛重 (g),运费 (¥),价格/500g (¥),平摊运费 (¥/包),平摊运费后烟丝成本/20支,20支成品烟价 (¥),规格 (g),库存,分类
华盛,皇家冰薄荷 Ark Royal Ice Menthol 40g,老船长,皇家冰薄荷 Ice Menthol,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家双香草 Ark Royal Double Vanilla 40g,老船长,皇家双香草 Double Vanilla,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家樱桃 Ark Royal Cherry 40g,老船长,皇家樱桃 Cherry,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家卡布奇诺 Ark Royal Cappuccino 40g,老船长,皇家卡布奇诺 Cappuccino,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家百香果 Ark Royal Passion Fruit 40g,老船长,皇家百香果 Passion Fruit,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家维吉尼亚 Ark Royal Virginia 40g,老船长,皇家维吉尼亚 Virginia,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家马鲁拉 Ark Royal Marula 40g,老船长,皇家马鲁拉 Marula,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,无货,烟斗（斗草）
华盛,皇家浆果玫瑰 Ark Royal Berry Rose 40g,老船长,皇家浆果玫瑰 Berry Rose,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家天堂茶 Ark Royal Paradise Tea 40g,老船长,皇家天堂茶 Paradise Tea,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,帆船樱桃 Borkum Riff Cherry 50g,帆船樱桃,Borkum Riff Cherry,50.88,76.32,7.49,60,9.60,763.2,9.6,23.61,27.71,50,有货,烟斗（斗草）
华盛,帆船原味 Borkum Riff Original 50g,帆船原味,Borkum Riff Original,50.88,76.32,7.49,60,9.60,763.2,9.6,23.61,27.71,50,有货,烟斗（斗草）
华盛,帆船香草 Borkum Riff Vanilla 50g,帆船香草,Borkum Riff Vanilla,50.88,76.32,7.49,60,9.60,763.2,9.6,23.61,27.71,50,有货,烟斗（斗草）
花店,Bragilian Spirit Classic 20g装,Bragilian,Spirit Classic,22.46,33.69,3.31,24,3.84,842.25,3.84,25.82,29.92,20,?,手卷（手卷丝）
花店,Bragilian Spirit American Blend 20g装,Bragilian,Spirit American Blend,22.46,33.69,3.31,24,3.84,842.25,3.84,25.82,29.92,20,?,手卷（手卷丝）
花店,Bragilian Spirit Dark Fired 20g装,Bragilian,Spirit Dark Fired,22.46,33.69,3.31,24,3.84,842.25,3.84,25.82,29.92,20,?,手卷（手卷丝）
花店,Bragilian Spirit Virginia Blend 20g装,Bragilian,Spirit Virginia Blend,22.46,33.69,3.31,24,3.84,842.25,3.84,25.82,29.92,20,?,手卷（手卷丝）
华盛,浅鼓 Drum Bright 50g,鼓牌,浅鼓 Bright,58.5,87.75,8.62,60,9.60,877.5,9.6,26.81,30.91,50,有货,手卷（手卷丝）
华盛,深鼓 Drum Original 50g,鼓牌,深鼓 Original,58.5,87.75,8.62,60,9.60,877.5,9.6,26.81,30.91,50,有货,手卷（手卷丝）
花店,Spade New York Blend 20g装,Spade,New York Blend,23.4,35.1,3.45,24,3.84,877.5,3.84,26.81,30.91,20,?,手卷（手卷丝）
花店,Spade Air Blend 20g装,Spade,Air Blend,23.4,35.1,3.45,24,3.84,877.5,3.84,26.81,30.91,20,?,手卷（手卷丝）
花店,IROHA 30g装,IROHA,IROHA,35.1,52.65,5.17,36,5.76,877.5,5.76,26.81,30.91,30,?,手卷（手卷丝）
华盛,船长斗草金 Captain Black Pipe Gold 42.5g,黑船长,船长斗草金 Pipe Gold 42.,49.88,74.82,7.35,51,8.16,880.24,8.16,26.89,30.99,42,有货,烟斗（斗草）
华盛,船长斗草蓝 Captain Black Pipe Round Taste 42.5g,黑船长,船长斗草蓝 Pipe Round Taste 42.,49.88,74.82,7.35,51,8.16,880.24,8.16,26.89,30.99,42,有货,烟斗（斗草）
华盛,船长斗草原味 Captain Black Pipe Original 42.5g,黑船长,船长斗草原味 Pipe Original 42.,49.88,74.82,7.35,51,8.16,880.24,8.16,26.89,30.99,42,有货,烟斗（斗草）
华盛,船长樱桃斗草 Captain Black PIPE Cherry 42.5g,黑船长,船长樱桃斗草 PIPE Cherry 42.,49.88,74.82,7.35,51,8.16,880.24,8.16,26.89,30.99,42,有货,烟斗（斗草）
华盛,水手 Vanelle 50g,水手,Vanelle,60.78,91.17,8.95,60,9.60,911.7,9.6,27.77,31.87,50,有货,烟斗（斗草）
花店,RYTUA Jatim 25g装,RYTUA,Jatim,30.42,45.63,4.48,30,4.80,912.6,4.8,27.79,31.89,25,?,手卷（手卷丝）
花店,RYTUA Zambesi 25g装,RYTUA,Zambesi,30.42,45.63,4.48,30,4.80,912.6,4.8,27.79,31.89,25,?,手卷（手卷丝）
华盛,彼得森战神 Peterson Aran Mixture 40g,彼得森,战神 Aran Mixture,49.76,74.64,7.33,48,7.68,933.0,7.68,28.36,32.46,40,有货,烟斗（斗草）
华盛,彼得森爱尔兰威士忌 Peterson Irish Dew 40g,彼得森,爱尔兰威士忌 Irish Dew,49.76,74.64,7.33,48,7.68,933.0,7.68,28.36,32.46,40,有货,烟斗（斗草）
华盛,彼得森广袤大西洋 Peterson Wild Atlantic 40g,彼得森,广袤大西洋 Wild Atlantic,49.76,74.64,7.33,48,7.68,933.0,7.68,28.36,32.46,40,有货,烟斗（斗草）
花店,TP-77 American Blend 150g装,TP-77,American Blend,186.73,280.09,27.5,180,28.80,933.63,28.8,28.38,32.48,150,?,手卷（手卷丝）
花店,TP-77 Virginia Blend 150g装,TP-77,Virginia Blend,186.73,280.09,27.5,180,28.80,933.63,28.8,28.38,32.48,150,?,手卷（手卷丝）
花店,TP-77 Menthol 150g装,TP-77,Menthol,186.73,280.09,27.5,180,28.80,933.63,28.8,28.38,32.48,150,?,手卷（手卷丝）
花店,TP-77 Omega Menthol 150g装,TP-77,Omega Menthol,186.73,280.09,27.5,180,28.80,933.63,28.8,28.38,32.48,150,?,手卷（手卷丝）
华盛,霍本 Old Holborn 40g (限购- 每个订单限制1包）,老霍本,霍本 40g,50.0,75.0,7.36,48,7.68,937.5,7.68,28.49,32.59,40,无货,手卷（手卷丝）
华盛,飞机黑莓袋装 Stanislaw Blackberry Blend Pouch 40g,飞机黑莓袋装,Stanislaw Blackberry Blend Pouch,50.88,76.32,7.49,48,7.68,954.0,7.68,28.95,33.05,40,有货,烟斗（斗草）
华盛,飞机香草袋装 Stanislaw Vanilla Pouch 40g,飞机香草袋装,Stanislaw Vanilla Pouch,50.88,76.32,7.49,48,7.68,954.0,7.68,28.95,33.05,40,无货,烟斗（斗草）
华盛,飞机拉塔基亚袋装 Stanislaw Balkan Latakia Pouch 40g,飞机拉塔基亚袋装,Stanislaw Balkan Latakia Pouch,50.88,76.32,7.49,48,7.68,954.0,7.68,28.95,33.05,40,库存仅剩 4,烟斗（斗草）
花店,Pepe Rich Green Shag 100g 罐装,Pepe,Rich Green Shag 装,127.3,190.95,18.75,120,19.20,954.75,19.2,28.97,33.07,100,?,手卷（手卷丝）
花店,Pepe Dark Green Shag 100g 罐装,Pepe,Dark Green Shag 装,127.3,190.95,18.75,120,19.20,954.75,19.2,28.97,33.07,100,?,手卷（手卷丝）
花店,Pepe Easy Green Shag 100g 罐装,Pepe,Easy Green Shag 装,127.3,190.95,18.75,120,19.20,954.75,19.2,28.97,33.07,100,?,手卷（手卷丝）
花店,Pepe Organic Shag 100g 罐装,Pepe,Organic Shag 装,127.3,190.95,18.75,120,19.20,954.75,19.2,28.97,33.07,100,?,手卷（手卷丝）
花店,ZIG-ZAG Golden Shag 25g装,ZIG-ZAG,Golden Shag,31.82,47.73,4.69,30,4.80,954.6,4.8,28.97,33.07,25,?,手卷（手卷丝）
花店,ZIG-ZAG Mint Shag 25g装,ZIG-ZAG,Mint Shag,31.82,47.73,4.69,30,4.80,954.6,4.8,28.97,33.07,25,?,手卷（手卷丝）
花店,Black Devil Original Shag Coconut Milk 40g装,Black,Devil Original Shag Coconut Milk,51.48,77.22,7.58,48,7.68,965.25,7.68,29.27,33.37,40,?,手卷（手卷丝）
华盛,船长斗草皇家 Captain Black Pipe Royal 42.5g,黑船长,船长斗草皇家 Pipe Royal 42.,55.0,82.5,8.1,51,8.16,970.59,8.16,29.42,33.52,42,有货,烟斗（斗草）
花店,Black Spider Shag Coconut Milk 30g装,黑蜘蛛,Shag Coconut Milk,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Melon Menthol 30g装,黑蜘蛛,Shag Melon Menthol,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Menthol Max 30g装,黑蜘蛛,Shag Menthol Max,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Ice Vanilla 30g装,黑蜘蛛,Shag Ice Vanilla,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Frozen Mojito 30g装,黑蜘蛛,Shag Frozen Mojito,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Tropical Menthol 30g装,黑蜘蛛,Shag Tropical Menthol,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Cafe Vanilla 30g装,黑蜘蛛,Shag Cafe Vanilla,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Lemon Tea 30g装,黑蜘蛛,Shag Lemon Tea,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Cherry Cola 30g装,黑蜘蛛,Shag Cherry Cola,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Peach 30g装,黑蜘蛛,Shag Peach,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Mixed Nuts 30g装,黑蜘蛛,Shag Mixed Nuts,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Orange Peel Menthol 30g装,黑蜘蛛,Shag Orange Peel Menthol,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Lychee Menthol 30g装,黑蜘蛛,Shag Lychee Menthol,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Strawberry Candy 30g装,黑蜘蛛,Shag Strawberry Candy,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Chocolate 30g装,黑蜘蛛,Shag Chocolate,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Mango Lassi 30g装,黑蜘蛛,Shag Mango Lassi,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Green Tea 30g装,黑蜘蛛,Shag Green Tea,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Double Rich Custard 30g装,黑蜘蛛,Shag Double Rich Custard,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Kyoho Menthol 30g装,黑蜘蛛,Shag Kyoho Menthol,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Marron Glace 30g装,黑蜘蛛,Shag Marron Glace,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Afternoon Tea 30g装,黑蜘蛛,Shag Afternoon Tea,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Ramune 30g装,黑蜘蛛,Shag Ramune,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Ginger Ale 30g装,黑蜘蛛,Shag Ginger Ale,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Muscat 30g装,黑蜘蛛,Shag Muscat,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Amazon Guarana 30g装,黑蜘蛛,Shag Amazon Guarana,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Yuzu 30g装,黑蜘蛛,Shag Yuzu,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Virginia Plus 30g装,黑蜘蛛,Shag Virginia Plus,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Kir Royale 30g装,黑蜘蛛,Shag Kir Royale,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Black Spider Shag Apple Pie 30g装,黑蜘蛛,Shag Apple Pie,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Choice Kir Royale 30g装,Choice,Kir Royale,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Choice Cafe 30g装,Choice,Cafe,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Choice Original 30g装,Choice,Original,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Choice Rhubarb 30g装,Choice,Rhubarb,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Harvest Shag Cherry 30g装,Harvest,Shag Cherry,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Harvest Shag Vanilla 30g装,Harvest,Shag Vanilla,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Stanley Hazelnut 30g装,史丹利,Hazelnut,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,Stanley Liquorice 30g装,史丹利,Liquorice,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
花店,松风 30g装,松风,松风,38.84,58.26,5.72,36,5.76,971.0,5.76,29.43,33.53,30,?,手卷（手卷丝）
华盛,丹汉堡船长 Dan Veermaster 250g,丹,汉堡船长 Dan Veermaster,324.53,486.79,47.8,300,48.00,973.58,48.0,29.5,33.6,250,有货,烟斗（斗草）
华盛,丹老铁甲 Dan Tobacco Old Ironsides 250g,丹,老铁甲 Dan Tobacco Old Ironsides,324.53,486.79,47.8,300,48.00,973.58,48.0,29.5,33.6,250,无货,烟斗（斗草）
华盛,丹圣伯纳德切片 Dan St. Bernard Flake 250g,丹,圣伯纳德切片 Dan St. Bernard Flake,324.53,486.79,47.8,300,48.00,973.58,48.0,29.5,33.6,250,有货,烟斗（斗草）
华盛,丹野鸭 Dan Mallard 250g,丹,野鸭 Dan Mallard,324.53,486.79,47.8,300,48.00,973.58,48.0,29.5,33.6,250,无货,烟斗（斗草）
华盛,马坝香草袋装斗草 Mac Baren Pipe Vanilla Pouch 50g,馬霸,马坝香草袋装斗草 Pipe Vanilla Pouch,65.12,97.68,9.59,60,9.60,976.8,9.6,29.59,33.69,50,有货,烟斗（斗草）
花店,Amber Leaf Blonde 25g装,Amber,Leaf Blonde,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer Grape Ice 25g装,阿姆斯特丹,Grape Ice,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer Coffee Ice 25g装,阿姆斯特丹,Coffee Ice,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer Apple Ice 25g装,阿姆斯特丹,Apple Ice,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer Vanilla Ice 25g装,阿姆斯特丹,Vanilla Ice,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer Menthol Ice 25g装,阿姆斯特丹,Menthol Ice,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer Original 25g装,阿姆斯特丹,Original,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer XXX Honest 25g装,阿姆斯特丹,XXX Honest,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Amsterdamer XXX Plain 25g装,阿姆斯特丹,XXX Plain,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,老船长/Ark Royal Berry Rose Iced Tea Shag 30g装,老船长,Berry Rose Iced Tea Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Berry Mix Ice Shag 30g装,老船长,Berry Mix Ice Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Vanilla Cream Shag 30g装,老船长,Vanilla Cream Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Berry Rosetea Shag 30g装,老船长,Berry Rosetea Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Paradise Tea Shag 30g装,老船长,Paradise Tea Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Wineberry Shag 30g装,老船长,Wineberry Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Ice Menthol Shag 30g装,老船长,Ice Menthol Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Original Shag 30g装,老船长,Original Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Pina Colada Shag 30g装,老船长,Pina Colada Shag,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,Drum 50g装,鼓牌,Drum,65.52,98.28,9.65,60,9.60,982.8,9.6,29.76,33.86,50,?,手卷（手卷丝）
花店,Golden Virginia 50g装,Golden,Virginia,65.52,98.28,9.65,60,9.60,982.8,9.6,29.76,33.86,50,?,手卷（手卷丝）
花店,伐木工/Lumber Jack Original 25g装,伐木工,/Lumber Jack Original,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,伐木工/Lumber Jack Light 25g装,伐木工,/Lumber Jack Light,32.76,49.14,4.82,30,4.80,982.8,4.8,29.76,33.86,25,?,手卷（手卷丝）
花店,Pepe Dark Green 30g装,Pepe,Dark Green,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,Pepe Rich Green 30g装,Pepe,Rich Green,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,Pepe Easy Green 30g装,Pepe,Easy Green,39.31,58.97,5.79,36,5.76,982.83,5.76,29.76,33.86,30,?,手卷（手卷丝）
花店,红场/Red Field Honey 20g装,紅場,红场 Honey,26.21,39.31,3.86,24,3.84,982.75,3.84,29.76,33.86,20,?,手卷（手卷丝）
花店,红场/Red Field Plum 20g装,紅場,红场 Plum,26.21,39.31,3.86,24,3.84,982.75,3.84,29.76,33.86,20,?,手卷（手卷丝）
花店,红场/Red Field Natural 20g装,紅場,红场 Natural,26.21,39.31,3.86,24,3.84,982.75,3.84,29.76,33.86,20,?,手卷（手卷丝）
花店,红场/Red Field Maple 20g装,紅場,红场 Maple,26.21,39.31,3.86,24,3.84,982.75,3.84,29.76,33.86,20,?,手卷（手卷丝）
花店,红场/Red Field Vanilla Caramel 20g装,紅場,红场 Vanilla Caramel,26.21,39.31,3.86,24,3.84,982.75,3.84,29.76,33.86,20,?,手卷（手卷丝）
花店,红场/Red Field Virginia 20g装,紅場,红场 Virginia,26.21,39.31,3.86,24,3.84,982.75,3.84,29.76,33.86,20,?,手卷（手卷丝）
花店,红场/Red Field Arctic Menthol 20g装,紅場,红场 Arctic Menthol,26.21,39.31,3.86,24,3.84,982.75,3.84,29.76,33.86,20,?,手卷（手卷丝）
花店,Stanley Vanilla 100g 罐装,史丹利,Vanilla 装,131.04,196.56,19.3,120,19.20,982.8,19.2,29.76,33.86,100,?,手卷（手卷丝）
花店,Wild Bison 150g装,野牛,Wild,196.56,294.84,28.95,180,28.80,982.8,28.8,29.76,33.86,150,?,手卷（手卷丝）
华盛,原味绿GV Green Virginia 50g,GV,原味绿 Green Virginia,66.22,99.33,9.75,60,9.60,993.3,9.6,30.05,34.15,50,有货,手卷（手卷丝）
花店,Colts Vanilla 30g装,小骏马,Vanilla,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts Fruity Jasmine 30g装,小骏马,Fruity Jasmine,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts Green Tea 30g装,小骏马,Green Tea,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts Lychee 30g装,小骏马,Lychee,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts Apple & Cinnamon 30g装,小骏马,Apple & Cinnamon,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts 100% Natural 30g装,小骏马,100% Natural,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts Clear Menthol 30g装,小骏马,Clear Menthol,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts Cherry 30g装,小骏马,Cherry,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Colts Smooth Taste 30g装,小骏马,Smooth Taste,39.78,59.67,5.86,36,5.76,994.5,5.76,30.09,34.19,30,?,手卷（手卷丝）
花店,Wild Bison 35g装,野牛,Wild,46.8,70.2,6.89,42,6.72,1002.86,6.72,30.32,34.42,35,?,手卷（手卷丝）
花店,Stanley Double Chocolate 25g装,史丹利,Double Chocolate,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Coffee 25g装,史丹利,Double Coffee,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Apple 25g装,史丹利,Double Apple,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Vanilla 25g装,史丹利,Double Vanilla,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Orange 25g装,史丹利,Double Orange,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Raspberry 25g装,史丹利,Double Raspberry,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Cassis 25g装,史丹利,Double Cassis,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Ice Mint 25g装,史丹利,Double Ice Mint,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Hazelnut 25g装,史丹利,Double Hazelnut,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Earl Grey Tea 25g装,史丹利,Double Earl Grey Tea,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Stanley Double Licorice 25g装,史丹利,Double Licorice,33.7,50.55,4.96,30,4.80,1011.0,4.8,30.55,34.65,25,?,手卷（手卷丝）
花店,Pueblo Natural Shag 100g装,Pueblo,Natural Shag,135.72,203.58,19.99,120,19.20,1017.9,19.2,30.74,34.84,100,?,手卷（手卷丝）
花店,Pueblo Natural Shag Blue 100g装,Pueblo,Natural Shag Blue,135.72,203.58,19.99,120,19.20,1017.9,19.2,30.74,34.84,100,?,手卷（手卷丝）
花店,Amber Leaf Organic Blend 25g装,Amber,Leaf Organic Blend,34.16,51.24,5.03,30,4.80,1024.8,4.8,30.93,35.03,25,?,手卷（手卷丝）
花店,老船长/Ark Royal Virginia Gold Shag 30g装,老船长,Virginia Gold Shag,41.18,61.77,6.06,36,5.76,1029.5,5.76,31.07,35.17,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Latakia Shag 30g装,老船长,Latakia Shag,41.18,61.77,6.06,36,5.76,1029.5,5.76,31.07,35.17,30,?,手卷（手卷丝）
花店,老船长/Ark Royal Turkish Blend Shag 30g装,老船长,Turkish Blend Shag,41.18,61.77,6.06,36,5.76,1029.5,5.76,31.07,35.17,30,?,手卷（手卷丝）
花店,宝船 Gold 20g装,宝船,Gold,27.61,41.41,4.07,24,3.84,1035.25,3.84,31.23,35.33,20,?,手卷（手卷丝）
花店,宝船 20g装,宝船,宝船,27.61,41.41,4.07,24,3.84,1035.25,3.84,31.23,35.33,20,?,手卷（手卷丝）
花店,Black Hawk Cappuccino 100g 罐装,黑鷹,Cappuccino 装,140.4,210.6,20.68,120,19.20,1053.0,19.2,31.72,35.82,100,?,手卷（手卷丝）
花店,Dora Watermelon 30g装,Dora,Watermelon,42.12,63.18,6.2,36,5.76,1053.0,5.76,31.72,35.82,30,?,手卷（手卷丝）
花店,Dora Peach Cream 30g装,Dora,Peach Cream,42.12,63.18,6.2,36,5.76,1053.0,5.76,31.72,35.82,30,?,手卷（手卷丝）
花店,Dora Walnut Cream 30g装,Dora,Walnut Cream,42.12,63.18,6.2,36,5.76,1053.0,5.76,31.72,35.82,30,?,手卷（手卷丝）
